,UG_depth,UG_rz,UG_cx,UG_sx,UG_x,LT_depth,LT_rz,LT_cx,LT_sx,LT_x
464,644375,404364,307352,262678,4582,275,156,188,31,16
465,648191,404922,309583,262446,7028,3447,2037,2927,370,90
466,646180,402192,309726,262988,6179,1970,1209,1350,314,61
467,650386,406297,309499,263658,7264,5560,3366,4054,902,172
468,646164,403567,307541,262190,6966,1137,639,854,122,40
469,659755,408405,308950,265142,9524,4423,2575,3433,506,107
470,659567,408489,308769,265102,9739,2599,1492,2115,214,44
471,644792,402440,309488,264968,2507,6549,3937,4552,1110,224
472,652934,401352,308161,264360,7228,729,432,459,114,35
473,645628,405211,308309,263491,4541,4234,2571,3007,662,142
474,645225,404741,308216,263472,4539,2261,1317,1787,222,60
475,658994,406630,309563,265638,8511,5222,3043,4349,406,100
476,646522,404056,307664,262493,7131,1638,968,1078,254,74
477,661240,409254,309565,265599,9667,5136,3115,3482,862,185
478,646303,403059,308320,263615,6200,3348,1995,2320,522,97
479,656234,403766,309434,265552,7465,6348,3748,5078,686,106
480,618624,381774,294578,252079,2980,164,89,92,26,10
481,643315,400814,309441,264524,2334,3007,1831,2507,209,62
482,643354,402502,308686,263660,3486,1509,895,1467,58,23
483,647498,405064,308345,262871,7089,4325,2537,4374,158,27
484,650689,403728,308122,266790,2428,1042,633,669,162,55
485,654328,402539,308953,264843,7169,4131,2399,3458,394,90
486,659313,408560,308428,265172,9818,2296,1318,2247,86,33
487,658455,406803,308859,264088,9375,6628,4053,4475,1190,218
488,647948,401806,307395,265595,2251,560,325,415,62,25
489,643717,401610,308987,264941,2439,4013,2437,2965,578,154
490,647616,403268,308068,261514,9486,2118,1235,1860,206,41
491,657044,405412,308672,264911,8391,5458,3259,4223,638,100
492,646562,401611,308481,260360,9334,1482,850,1126,206,46
493,655335,403397,309339,265271,7216,4942,2955,3480,750,163
494,652011,405139,308485,267557,2604,3307,1952,2331,534,89
495,650579,405252,309185,262360,9694,6392,3755,4995,766,157
496,653200,402250,307805,264632,7370,401,213,270,46,20
497,654724,406796,309377,268730,2627,3175,1871,3099,158,41
498,645148,404865,307891,263583,4708,2066,1244,1553,298,44
499,654270,406414,308928,268474,2544,4947,2893,4339,406,76
500,651400,401035,307674,264085,7278,1300,734,944,166,51
501,657257,407510,308996,266837,6150,4227,2430,3528,318,87
502,644504,403654,307896,264485,3648,2736,1575,2198,254,48
503,654402,402200,309505,264754,7059,6179,3731,4872,790,77
504,650388,402073,308027,265345,4714,785,403,664,54,20
505,645387,403400,309538,264333,3518,4465,2703,3013,730,186
506,645616,402577,308737,263521,6060,2499,1450,1908,306,59
507,660489,408605,309132,265242,9633,6210,3726,4341,1042,217
508,650236,404237,307055,267318,2449,1783,1034,1228,286,72
509,658050,407619,310082,266943,6086,5036,2931,3903,598,151
510,639547,398961,308466,263003,2279,3250,1908,2493,394,68
511,657213,405427,309193,266705,7524,6437,3800,5126,718,118
512,12219,4147,9826,2350,440,1,1,0,0,0
513,21061,8890,15870,4588,939,2907,1710,2356,176,58
514,22434,10739,14749,5555,1313,1473,874,1165,104,37
515,22854,10942,15577,5412,1244,4542,2738,3854,424,107
516,20390,8173,15435,4402,999,747,440,586,56,26
517,19043,7718,14806,3803,864,3716,2213,3279,272,78
518,19389,7976,14221,4291,858,2634,1604,1890,404,113
519,20232,8931,15030,4518,997,6255,3825,4200,1044,276
520,22086,9837,15213,5311,1247,447,268,281,72,28
521,17579,5858,15521,2894,526,3886,2405,2611,600,161
522,18534,7849,14272,4123,872,1959,1145,1686,164,51
523,19976,8158,14800,4270,830,5031,2959,4162,412,119
524,18002,6646,14570,3600,752,1328,794,886,216,61
525,20530,9543,14140,4920,1070,4290,2526,3515,404,104
526,17960,7445,13879,3896,798,3044,1823,2142,444,123
527,19484,8289,14345,4282,831,5777,3318,5031,424,106
528,19517,7585,15261,4138,883,233,135,140,36,18
529,20072,8955,14904,4434,940,3036,1747,2698,120,44
530,21906,10292,14577,5584,1211,1938,1182,1327,284,84
531,21002,8886,15467,4544,1008,5312,3205,3728,800,189
532,19662,7620,14759,4121,887,1074,624,798,128,44
533,21829,10612,14340,5352,1208,4386,2606,3335,524,146
534,20514,9313,14310,4810,1074,2561,1503,2035,244,56
535,17424,5936,15372,2901,480,5581,3260,4679,444,116
536,20825,8807,14434,4775,1040,694,398,434,112,32
537,20472,8843,15098,4617,907,3500,2032,3209,188,65
538,20366,8963,15163,4835,950,2063,1194,1878,132,36
539,20969,9615,14632,5091,878,4921,2868,4665,256,70
540,20751,8634,14603,4659,1110,1591,940,1084,244,73
541,20869,8756,15191,4479,939,4609,2716,3780,472,127
542,23437,10803,15267,5531,1371,3461,2080,2252,636,156
543,20333,8171,16036,4398,787,6322,3694,5022,680,165
544,20626,9193,13935,4974,1174,107,57,65,16,7
545,22652,10883,15324,5522,1194,2969,1755,2480,160,50
546,20693,9425,14412,4998,1114,1779,1067,1579,256,47
547,18922,7155,15475,3716,624,5058,3046,4075,620,166
548,20860,8312,15352,4367,1093,970,596,630,152,50
549,21561,10382,14378,5404,1147,4424,2678,3254,636,173
550,22251,10330,15147,5485,1210,2763,1644,2076,424,91
551,21234,10289,14058,5357,1113,6802,4164,4341,1340,288
552,19736,8977,13603,4780,1134,525,305,339,72,24
553,18256,7198,14304,3746,673,3924,2391,2829,552,153
554,18658,7247,15003,3781,831,1870,1090,1789,80,28
555,20956,8464,16330,4450,827,5922,3545,4233,932,216
556,20147,8316,14356,4568,914,1397,802,1089,184,44
557,18148,7316,14453,3640,667,4643,2733,3761,544,131
558,20929,9357,14476,4836,1158,2918,1737,2374,312,85
559,22362,10344,15121,5318,1198,6815,4054,4721,1124,262
560,19530,7296,15199,3994,871,321,173,219,36,17
561,23212,11026,15121,5472,1319,3086,1847,3089,156,50
562,22113,10276,14680,5237,1381,2063,1247,1387,308,90
563,23332,11243,15125,5565,1376,5172,3010,4309,528,116
564,18998,7398,14621,4103,796,1046,605,931,80,27
565,20842,8658,16136,4248,953,3919,2299,3542,220,64
566,18808,7090,14698,3830,793,2824,1693,2198,364,97
567,19939,9059,14381,4375,1022,5422,3140,4993,292,67
568,21166,8522,15478,4674,998,774,449,492,112,37
569,18024,7608,13593,4020,768,4236,2607,2837,660,180
570,19746,9276,13508,4932,1101,2185,1272,1923,164,52
571,17932,6791,14644,3383,624,6224,3698,4436,1016,254
572,23544,10901,15170,5773,1474,1666,974,1111,252,71
573,20696,9487,14762,4580,1082,4770,2760,3819,480,114
574,19164,7279,15528,3985,735,3416,2023,2353,544,132
575,20927,9248,15090,4828,966,7047,4233,4791,1180,281
576,18963,8204,13434,4544,1015,42,25,16,8,4
577,23495,10382,16428,5375,1077,3348,2074,2232,524,140
578,19377,7860,15033,4178,854,1449,866,1227,79,30
579,22110,10735,14467,5526,1230,4242,2476,3976,144,51
580,20545,7999,15497,4361,896,911,555,641,136,44
581,19462,8504,14753,4229,940,4232,2566,3209,560,155
582,18451,6866,14658,3817,679,2774,1692,1881,504,119
583,22222,9903,15587,4914,1201,5562,3297,4941,568,104
584,20002,8138,14758,4437,1024,398,219,361,10,14
585,22824,10852,15555,5565,1206,3787,2360,2782,544,150
586,19356,7648,14501,3997,941,1985,1163,1657,182,55
587,19516,7954,14821,4223,769,5618,3334,4171,775,193
588,19107,6918,15182,3824,711,1119,652,1081,50,17
589,22003,9723,15373,5279,1017,4070,2423,3572,272,78
590,20516,8749,15256,4599,990,3262,1976,2160,601,155
591,20240,8547,14707,4432,932,6256,3715,4827,748,195
592,16714,6136,12913,3457,711,239,136,184,22,15
593,18992,8029,14777,3935,841,3105,1804,2725,160,48
594,19684,8213,14305,4384,924,2024,1236,1352,318,91
595,22280,10407,15437,5138,1210,5093,3012,3960,568,146
596,20061,8105,14214,4479,992,959,560,875,55,27
597,20037,8250,15253,4359,837,3697,2184,3657,148,36
598,18219,6969,14504,3598,833,2593,1500,2076,232,58
599,21015,9024,15572,4655,941,6493,3914,4543,1104,220
600,21289,9005,14792,4906,1018,706,414,450,107,33
601,21153,9049,15843,4769,926,3448,2030,3230,168,53
602,19226,7208,15521,3875,797,2021,1184,1989,109,26
603,23295,10389,16013,5302,1224,5128,2938,4384,324,88
604,21766,8915,15366,4807,1034,1605,927,1138,236,64
605,19199,8278,14460,4603,797,5404,3278,3583,1020,238
606,21800,10139,14479,5314,1210,3354,1970,2368,516,121
607,21229,10045,14716,5536,1115,6963,4192,4870,1168,215
608,19094,8313,12947,4538,1093,138,70,85,16,8
609,21618,10081,14599,5222,1117,2987,1831,2455,211,58
610,18858,7398,14832,3996,875,1576,936,1509,112,26
611,21740,10563,14694,6119,1176,4263,2548,4222,168,32
612,20472,9300,14284,5456,1070,949,537,737,84,28
613,20395,9295,14533,5118,991,3872,2294,3477,284,77
614,21015,10324,13980,5982,1208,2603,1554,2068,324,43
615,20379,9706,14660,5277,1065,6430,3857,4534,1084,175
616,21409,9085,15040,5479,1076,528,308,414,52,18
617,19738,8532,15070,4615,850,4105,2525,2764,668,165
618,22275,10462,14929,6216,1189,2094,1227,1849,204,38
619,18892,7206,15222,3680,749,5465,3262,4203,648,107
620,19234,8013,14509,4581,957,1612,953,981,308,74
621,20488,9757,14274,5438,1028,4863,2886,3701,656,169
622,22361,10661,15136,6387,1143,3305,1980,2178,564,105
623,22072,10416,15282,5752,1148,6198,3652,4979,672,138
624,20798,9109,14221,5156,1233,360,185,260,36,12
625,21412,9874,14779,5551,1082,3176,1892,3009,188,46
626,19013,8823,13546,5083,981,2089,1267,1495,324,53
627,19021,8054,14600,4243,807,4355,2579,4300,112,29
628,19062,8604,13622,5019,969,1066,606,941,64,20
629,21890,9656,16233,5345,1062,4001,2322,3636,228,64
630,22797,10234,15660,5869,1197,2716,1563,2191,244,46
631,20790,9604,15057,5450,1034,6437,3853,4567,980,235
632,19615,8315,14368,5036,942,823,456,571,108,31
633,20557,8303,16472,4376,853,4285,2615,2872,652,175
634,21464,9969,14661,5606,1256,2363,1343,1911,216,42
635,22646,10092,16218,5515,1175,5284,3048,4426,380,87
636,19806,8966,13694,5191,1077,1794,1044,1225,280,77
637,18228,6546,15384,3224,705,4963,2917,3718,584,157
638,21604,10165,14676,5960,1157,3578,2106,2451,604,94
639,19869,8466,15311,4875,825,6359,3697,4975,620,119
640,22983,10715,14820,6170,1493,17,7,9,0,4
641,22517,11360,14810,6369,1314,2886,1696,2401,152,52
642,21325,9621,15211,5683,1039,1458,871,1181,96,28
643,21027,10142,14704,5567,1101,5696,3500,3830,1132,212
644,21724,9099,15564,5249,1142,748,451,593,60,25
645,20937,8512,16293,4469,921,3546,2106,3433,168,46
646,21783,9476,15691,5659,1022,2235,1341,1805,172,42
647,17207,6086,14781,3238,493,5347,3105,4674,396,90
648,19823,7975,15233,4663,972,401,213,372,16,15
649,20417,9064,15031,5616,838,3829,2341,2699,540,152
650,20169,9474,14011,5463,1078,1831,1066,1774,96,27
651,21942,10098,15543,5545,1190,5012,2945,4199,404,91
652,20046,7831,14958,4430,991,1210,683,1037,100,30
653,17494,5999,15392,3136,489,5032,3055,3426,912,228
654,20497,9249,14170,5280,1072,3064,1846,2099,488,89
655,21688,9466,16157,5141,1006,6830,4114,4642,1208,254
656,19423,7970,13880,4577,1054,200,115,194,12,11
657,20828,9680,14633,5404,1079,2844,1697,2996,52,24
658,20508,8386,15129,4823,952,1903,1183,1308,304,57
659,22641,10134,15722,5245,1206,5279,3120,4185,684,121
660,19304,7841,14990,4524,934,1063,609,817,108,41
661,23465,10946,16092,6108,1224,3623,2147,3586,112,31
662,21057,10016,14216,5851,1146,2556,1492,2040,228,53
663,23002,10933,15444,6137,1228,5862,3446,4768,608,97
664,19348,7759,14652,4811,813,635,352,472,60,25
665,20916,9043,15199,5182,931,4180,2552,2913,654,169
666,20170,8890,14109,5097,1037,2613,1558,1806,480,82
667,20772,8540,15751,4434,983,5718,3400,4201,800,190
668,20083,7861,15237,4422,985,1336,755,1219,64,24
669,21493,9032,15678,4927,962,4139,2407,3920,180,53
670,20285,9649,13812,5598,1148,2832,1646,2408,192,49
671,20942,10056,14461,5442,1134,6994,4184,4917,1136,232
672,21321,9810,13962,5804,1272,103,61,74,12,8
673,23564,11444,15338,6277,1386,2930,1765,2510,176,51
674,20611,9991,13680,5784,1201,1575,943,1507,120,30
675,21226,9405,15322,5621,951,5067,3080,4011,712,160
676,18932,8579,13364,4952,1017,1001,611,645,156,51
677,19668,8652,15083,4993,834,3632,2140,3525,156,45
678,21028,9890,14681,5921,1077,2246,1311,2190,100,33
679,18980,7445,15673,3994,696,5991,3547,4510,744,164
680,18596,8117,13444,4945,910,579,356,362,112,28
681,23114,10428,16371,5913,1189,4125,2557,2724,696,184
682,19835,8400,14634,4721,956,2169,1248,1806,220,58
683,19529,8573,14867,4819,916,5377,3164,4205,588,114
684,19597,8986,13541,5231,1079,1413,848,1078,212,51
685,18652,7807,14639,4273,762,4573,2682,3647,484,114
686,19674,7734,15363,4360,884,3285,1961,2214,560,99
687,21414,10226,14777,5607,1133,6775,4081,4777,1132,259
688,19961,7303,15542,4168,945,329,171,250,28,13
689,20022,8397,14863,4848,797,3234,1892,2764,200,53
690,16290,5846,13298,3465,499,2031,1241,1385,320,57
691,19917,8044,15924,4551,789,4692,2733,4061,280,62
692,20538,9032,14852,5359,1044,1035,590,931,56,22
693,22540,9258,17181,5213,972,4196,2510,3531,400,99
694,19556,9047,13701,5265,1049,2476,1433,2326,132,42
695,21496,9447,15734,5060,1060,6614,4034,4553,1088,209
696,21786,9695,14838,5512,1287,823,478,510,124,42
697,20828,9804,14510,5657,1032,4413,2690,3049,728,187
698,19868,8688,14173,5234,916,2385,1378,1893,260,55
699,19902,8171,15740,4726,759,5962,3595,4361,916,168
700,19193,8467,13717,4952,1008,1795,1054,1159,324,71
701,20488,9982,14180,5625,1100,4199,2430,4052,160,40
702,19956,7671,15300,4260,919,3575,2117,2417,620,114
703,22547,10292,16296,5786,1134,6974,4171,4958,1128,262
704,19197,8282,13883,4870,1024,51,30,23,8,7
705,20248,8652,15038,4779,900,2903,1723,2406,148,57
706,22029,10472,14681,6203,1206,1448,884,1228,92,27
707,19421,7170,15987,3849,646,5136,3108,3641,772,195
708,21362,8597,15532,4985,1035,735,446,716,36,18
709,19010,7800,14660,4085,802,3758,2218,3393,248,79
710,22089,10435,14852,6272,1152,2130,1258,2210,76,21
711,20941,9603,14859,5867,966,5425,3164,4686,432,95
712,20066,8945,14049,5284,1090,485,289,332,72,30
713,20669,9033,15263,5100,998,3848,2360,2799,544,155
714,20358,9284,14385,5311,1071,2243,1388,1481,388,78
715,21839,9599,16073,5423,1086,5065,2971,4244,416,94
716,20507,8423,14641,4769,1057,1374,800,1032,188,60
717,19883,8410,14800,4582,847,4369,2540,3696,384,93
718,17922,6868,14086,4040,661,2592,1492,2428,112,36
719,21548,9926,15123,6048,999,6103,3598,4914,652,158
720,15300,4920,13018,3036,447,254,149,189,28,18
721,21836,10319,15443,5690,1153,3055,1776,3190,120,37
722,17188,6293,14843,3497,616,2022,1210,1474,312,58
723,18274,6531,15477,3444,589,5074,2965,4263,504,108
724,21034,9631,14029,5738,1134,1129,629,869,112,42
725,18567,7663,14933,4149,745,4032,2362,3574,292,82
726,20742,9518,14246,5580,1066,2617,1520,2085,240,53
727,19996,7887,15905,3989,919,6110,3725,4720,824,93
728,19452,8973,13277,5269,1112,723,430,455,112,35
729,18883,7705,14728,4139,755,4097,2494,2950,576,158
730,18293,6937,15094,4042,672,2087,1226,1937,128,46
731,22447,11052,15005,6588,1203,5180,2992,4355,360,91
732,22649,10743,14330,6184,1426,1529,881,1118,176,46
733,20621,9082,15368,5422,827,4253,2504,3883,248,72
734,17552,6325,15051,3587,595,3318,1983,2275,500,103
735,21698,9904,15840,5588,1080,7214,4452,4862,1300,211
736,20246,9483,13580,5681,1167,152,81,90,20,11
737,19728,8548,14857,4875,889,2985,1797,2529,180,56
738,18776,7147,14881,4049,776,2184,1415,1402,532,29
739,22042,9637,16162,5397,1055,4445,2665,4306,272,30
740,19726,9034,13668,5341,1039,1022,610,709,160,48
741,20436,7863,16465,4376,802,3565,2102,3548,108,37
742,22815,10859,15081,6199,1352,2275,1297,2244,76,32
743,18492,7522,14814,4388,698,6122,3650,4490,892,194
744,21921,10876,13757,6529,1314,595,338,386,80,30
745,19473,8202,14527,4716,784,4095,2486,2845,620,164
746,20849,8860,15303,5190,984,2119,1235,1862,204,42
747,20607,9742,14547,5251,1080,5469,3232,4149,644,125
748,20400,9839,13506,5778,1174,1276,738,1101,88,25
749,17782,6905,14446,3595,650,4580,2679,3682,468,114
750,21253,9983,14244,5791,1168,2849,1656,2491,240,50
751,21717,9147,16679,5151,940,6047,3532,4909,556,107
752,21606,9361,15263,5667,1132,401,210,266,44,20
753,21722,10075,14915,5456,1128,3110,1821,3162,112,42
754,19745,8018,15575,4775,802,2096,1275,1427,336,67
755,21155,9694,14830,5183,1089,4796,2783,4412,304,81
756,18859,7976,13751,4757,851,1291,745,901,176,57
757,20631,9142,15270,5273,948,4229,2442,3544,336,91
758,20588,9012,14840,5529,890,3115,1858,2102,532,88
759,19276,8151,14864,4582,783,6113,3721,4918,772,95
760,20817,9139,14289,5458,1105,828,453,582,100,33
761,20551,8721,15661,4491,997,4320,2633,2907,664,181
762,20377,9087,14481,5078,1073,2516,1495,1833,344,70
763,21643,9471,15654,5297,1019,6266,3766,4294,1096,249
764,19172,8434,13722,4929,984,1788,1060,1210,288,79
765,21610,9386,15210,5096,1126,5037,2976,3898,664,148
766,19209,8524,13760,5033,880,3455,2056,2441,536,110
767,20123,8368,15709,4514,852,6279,3645,5198,564,88
768,16935,5552,13812,3242,670,7,5,1,2,0
769,24317,10086,18694,5363,1176,2932,1755,2321,214,64
770,21246,9147,15747,5170,1047,1460,862,1186,90,22
771,23715,10924,16605,6259,1145,4699,2786,3950,458,115
772,22998,9101,17214,5194,1077,736,433,593,46,19
773,22646,10256,16174,5569,1117,3659,2137,3352,214,58
774,21872,7915,17622,4346,934,2227,1325,1803,162,39
775,24242,10660,17349,6582,1055,5072,3036,4683,310,64
776,21923,8507,16902,5029,978,380,228,296,34,15
777,20843,7388,17610,3674,811,3842,2359,2740,562,154
778,22995,9935,16688,5670,1169,2009,1179,1591,202,41
779,23359,9561,17731,5351,970,5672,3404,4029,898,214
780,21644,8817,16511,5188,964,1330,794,926,194,58
781,22493,9216,17524,5105,931,4252,2470,3491,330,93
782,24637,11553,16862,6924,1284,2799,1685,2289,298,84
783,23057,10508,16401,6194,1103,6193,3761,4899,782,86
784,23948,10460,16393,6155,1332,221,107,173,10,11
785,24586,11009,17340,5797,1325,3609,2248,2520,546,150
786,24471,9849,18129,6108,1050,1871,1155,1331,286,50
787,21440,8147,17067,4317,884,4685,2809,4072,398,65
788,22505,8920,16991,5207,1009,1070,616,802,118,39
789,23320,10939,16661,6115,1169,3882,2285,3467,234,67
790,25072,11448,17743,6661,1340,2870,1687,2082,418,77
791,23387,9922,17843,5282,1141,6252,3774,4412,958,230
792,24846,10355,18159,6152,1282,696,401,490,106,30
793,24608,10790,17651,6205,1154,4082,2458,3066,562,150
794,24214,10423,17443,6564,1076,2506,1508,1660,422,83
795,22708,10175,16407,5630,1097,5721,3429,4176,830,188
796,23285,9874,16776,5746,1173,1489,855,1131,178,49
797,25369,11650,18049,6655,1257,4144,2409,3907,186,49
798,23832,10095,17100,5859,1146,2732,1558,2596,102,29
799,22618,9237,17225,5245,945,7146,4352,4812,1310,264
800,22724,9140,16330,5419,1139,108,63,66,18,6
801,22138,8614,17846,4433,932,2890,1725,2445,130,44
802,21855,8204,16916,4858,842,1601,969,1479,153,32
803,25282,11705,17522,6527,1364,4281,2555,4237,186,30
804,23773,10853,16397,6509,1230,973,597,641,150,45
805,21959,9159,16572,4885,961,4175,2461,3426,494,123
806,23222,10403,16087,5962,1226,2551,1523,1895,310,57
807,24324,11439,16998,6375,1282,4964,2921,4848,174,36
808,22992,9682,16601,5565,1233,570,333,378,93,27
809,23277,10817,16719,5914,1220,4070,2510,2754,658,173
810,23802,10708,16762,6356,1174,1892,1091,1908,82,17
811,24308,9745,18632,5426,1037,5611,3506,4198,862,98
812,23614,10188,16661,6059,1197,1449,861,1042,210,56
813,22629,10235,16392,5942,1042,3866,2276,3786,110,29
814,22176,9019,16833,4922,1085,3152,1885,2247,486,79
815,23936,10669,17220,5897,1224,6753,4093,4698,1126,237
816,21637,8783,16078,5330,1005,336,195,221,54,17
817,24603,11256,17241,6242,1262,3559,2131,2926,410,110
818,23405,9436,17678,5770,974,2009,1223,1388,310,56
819,23621,11203,16117,6265,1282,5448,3348,4052,806,161
820,22591,10386,15323,6184,1181,1059,615,932,82,26
821,24115,10385,17168,5859,1155,4133,2370,3544,286,74
822,23343,9224,18101,5295,1048,2650,1525,2151,222,41
823,20977,8035,16945,4419,733,6422,3853,4548,994,236
824,21136,7477,16969,4267,914,775,459,493,114,34
825,24354,11441,17031,6398,1237,4212,2584,2828,638,171
826,23181,11034,15684,6340,1306,2287,1333,1807,226,50
827,24346,11743,16662,6729,1282,5920,3555,4188,898,207
828,23711,9281,17725,5480,1072,1671,986,1112,254,68
829,21760,9403,16665,5284,947,4581,2695,3900,393,101
830,20567,7640,16932,4363,773,3391,2024,2335,518,101
831,23101,9085,18358,4705,1023,6212,3604,5265,554,121
832,23165,8695,17841,5284,981,40,27,16,8,4
833,24949,10379,19052,5697,1142,2905,1733,2384,160,55
834,26522,12875,17185,8132,1427,1445,871,1225,84,26
835,24563,11280,17287,6309,1209,4396,2629,3671,284,71
836,22165,8923,16606,5230,996,714,434,713,28,16
837,21389,8519,17344,4639,783,4110,2435,3351,492,125
838,25842,12103,17708,7248,1329,2540,1544,1905,360,64
839,23017,9433,17891,4909,1121,5721,3507,4558,716,72
840,23179,10187,16172,6048,1197,472,285,325,72,28
841,24369,10470,17832,5849,1116,3792,2359,2791,544,151
842,22038,8421,17325,4880,843,2120,1261,1681,280,52
843,21223,8544,17151,4545,836,5488,3295,4206,760,142
844,22296,9940,15821,5941,1122,1377,821,963,200,59
845,25481,12216,17415,6984,1399,4188,2468,3699,312,84
846,20124,7240,16396,4155,735,3094,1844,2277,448,106
847,22007,8139,17685,4402,832,5694,3274,5069,352,81
848,20068,7524,15643,4461,864,242,144,182,28,16
849,21747,9219,16707,5132,890,3209,1905,3120,252,50
850,25228,11543,17502,6844,1316,1878,1129,1475,236,39
851,22614,8764,17740,4541,1005,4464,2619,4361,192,49
852,23392,8975,17594,5307,1065,1145,672,818,152,49
853,25047,11147,17630,6115,1291,3980,2330,3579,268,74
854,23297,11030,16291,6436,1250,2927,1713,2116,428,80
855,23154,9177,17822,4917,1020,6353,3827,4489,996,242
856,23466,10676,16478,6342,1243,709,421,450,108,34
857,24114,10807,17140,6048,1193,4107,2514,2937,600,162
858,22097,9691,16085,5516,1137,2223,1235,1879,152,46
859,20206,6964,17237,3907,598,5153,2988,4346,364,87
860,22492,8243,17240,4775,925,1642,964,1089,256,72
861,22196,9151,17086,5003,969,4807,2790,3828,500,136
862,26478,11998,17792,6770,1543,3121,1806,2505,344,63
863,25785,12373,17419,6959,1425,6815,4103,4684,1084,239
864,21212,8146,15881,4892,936,140,76,83,20,8
865,23994,10208,17747,5484,1141,2925,1732,2548,124,42
866,23192,10265,16175,5865,1233,1574,938,1423,104,25
867,20427,7730,16874,4050,717,4450,2647,4323,260,25
868,21156,7836,16987,4598,834,1019,619,660,156,52
869,20818,7666,17421,3843,804,4288,2514,3343,480,126
870,20206,6598,17434,3743,624,2219,1264,2210,52,24
871,21700,8195,18005,4449,773,5679,3324,4719,536,113
872,20913,8609,15589,5168,966,574,328,381,76,28
873,24620,10773,17847,6458,1180,4088,2527,2764,668,164
874,18905,6205,16363,3484,554,2129,1237,1851,212,38
875,19499,6655,16797,3620,532,5376,3144,4182,564,107
876,23558,10296,16675,5882,1326,1389,828,1052,172,49
877,24208,10037,18414,5450,1104,4848,2895,3591,648,152
878,20324,7861,15961,4465,816,3359,2027,2224,604,109
879,23651,10358,17202,6098,1062,6020,3552,5059,584,98
880,22650,9349,16225,5411,1243,382,206,259,44,18
881,23131,9472,17287,5197,1032,3037,1796,3026,100,29
882,24824,10767,17699,6432,1217,2069,1261,1415,336,59
883,21214,8436,16708,4592,792,4929,2964,4139,488,77
884,23784,9421,17837,5352,1186,1248,689,943,132,44
885,20079,7287,17241,3837,647,4194,2430,3593,344,89
886,22918,9844,16475,5776,1081,2602,1433,2424,120,38
887,23371,10606,16704,6195,1058,6010,3483,4913,588,121
888,22276,8920,16727,5273,1044,760,426,564,80,21
889,23373,10539,16741,5774,1185,4264,2601,2885,644,170
890,21563,8725,15961,4978,983,2375,1353,1970,224,49
891,21269,7990,17081,4489,704,5122,2986,4647,304,70
892,25097,11671,17104,6846,1436,1626,898,1307,164,41
893,21552,8550,16892,4599,898,4965,2961,3675,640,137
894,25665,11231,17881,6750,1301,3585,2121,2436,616,112
895,23187,10178,16987,6152,1000,6261,3669,4943,604,119
896,21513,8156,16217,4845,973,23,16,11,6,2
897,24167,11196,17302,6226,1238,2852,1664,2431,114,39
898,23819,9190,19175,5407,963,1448,857,1210,78,20
899,25508,11781,17827,6675,1314,4459,2566,3903,234,64
900,26815,11707,18670,6711,1548,766,451,817,54,17
901,25363,12333,17585,6961,1385,4379,2649,3143,710,176
902,22643,8467,18013,4666,971,2525,1555,1791,390,77
903,27006,12314,19388,7088,1389,6258,3843,4391,1045,239
904,24728,11309,16869,6755,1384,412,216,402,14,14
905,29088,14055,19485,8125,1664,3860,2348,2735,546,149
906,23398,9331,17831,5232,1095,2343,1417,1600,442,69
907,24366,10167,18605,5565,1116,5370,3187,4183,649,111
908,21746,7824,17397,4832,794,1332,782,993,198,41
909,24031,10021,18039,5480,1135,4687,2740,3612,557,153
910,25751,11886,18040,6983,1332,3204,1938,2152,573,101
911,26771,12948,18120,7171,1501,6183,3748,4955,766,83
912,21699,8318,16520,4943,953,212,122,196,18,9
913,24152,10459,17768,5863,1102,3379,1977,2770,322,86
914,22306,8987,16991,5164,993,1889,1151,1353,278,49
915,28369,13707,18825,7853,1632,4925,2849,4261,418,82
916,24834,11382,17296,6611,1405,1057,610,820,106,38
917,25829,11350,18332,6342,1262,4387,2632,3289,542,147
918,24290,9967,18357,6211,993,2554,1498,2042,234,50
919,26628,12603,18916,6933,1445,6077,3735,4767,842,85
920,23202,9446,17389,5646,1064,569,320,520,22,13
921,23496,9317,18384,5809,838,4126,2522,2815,614,165
922,26628,12438,18696,7324,1466,2104,1218,1963,146,35
923,26123,12232,18075,7096,1360,4951,2917,4637,298,68
924,26212,11214,18779,6515,1366,1369,787,1199,102,31
925,28202,13772,18723,7925,1628,4186,2477,3760,234,67
926,21758,8492,16508,4910,949,3251,1937,2301,482,90
927,24669,10516,17876,5859,1223,6051,3553,5215,538,106
928,25906,11153,18107,6808,1329,118,65,75,14,6
929,23922,9627,18110,5631,985,2968,1812,2419,202,62
930,23645,9425,18229,5151,1178,1468,881,1507,58,19
931,26826,11932,19002,6725,1386,5084,3017,4134,634,107
932,25947,11520,18013,6875,1329,920,539,704,90,27
933,25220,10809,18336,6405,1181,3542,2102,3516,118,33
934,26400,11680,18596,6824,1338,2187,1305,2101,89,24
935,22901,8815,18434,4858,852,5859,3475,4737,720,130
936,26187,10895,18751,6626,1299,566,329,358,82,26
937,26867,11795,19479,6944,1268,4040,2494,2705,634,166
938,24448,11405,17092,6578,1349,1867,1076,1832,58,26
939,24444,10238,18473,5822,1122,5820,3492,4126,938,217
940,24629,10911,17501,6409,1271,1473,888,1003,234,61
941,26701,12016,20064,6999,1287,4634,2699,3637,478,131
942,23683,10654,16923,6156,1200,2856,1659,2434,237,59
